token
"[7.135, -2.088, 1.185, 1.186, 1.286, 3.816, 3.989, 3.925, 1.776, 1.119, 0.891, 0.829, 0.829, 0.898, 1.138, 2.841, 4.161, 4.244, 3.756, 1.276, 0.16, 0.16, 1, 0, 0, 0]"
"[7.135, -2.088, 1.185, 1.186, 1.286, 3.816, 3.989, 3.925, 1.776, 1.119, 0.891, 0.829, 0.829, 0.898, 1.138, 2.841, 4.161, 4.244, 3.755, 1.276, 0.0, -0.01, 0, 0, 0, 1]"
"[7.135, -2.088, 1.182, 1.183, 1.283, 3.814, 3.989, 3.925, 1.78, 1.123, 0.894, 0.832, 0.832, 0.901, 1.142, 2.843, 4.161, 4.244, 3.751, 1.273, 4.91, 5.06, 1, 0, 0, 0]"
"[7.125, -2.091, 1.178, 1.179, 1.278, 3.808, 3.989, 3.925, 1.789, 1.128, 0.899, 0.836, 0.836, 0.906, 1.148, 2.846, 4.161, 4.244, 3.745, 1.268, 6.9, 7.0, 1, 0, 0, 0]"
"[7.125, -2.091, 1.173, 1.173, 1.272, 3.8, 3.989, 3.925, 1.801, 1.136, 0.905, 0.841, 0.842, 0.912, 1.155, 2.85, 4.161, 4.244, 3.738, 1.262, 7.36, 7.39, 1, 0, 0, 0]"
"[6.535, -2.738, 0.585, 0.585, 0.64, 0.826, 3.98, 3.921, 2.196, 1.895, 1.527, 1.429, 1.43, 1.548, 3.141, 3.299, 4.164, 4.254, 0.8, 0.631, 8.65, 8.6, 1, 0, 0, 0]"
"[6.535, -2.738, 0.581, 0.582, 0.637, 0.822, 3.98, 3.921, 2.198, 1.898, 1.531, 1.433, 1.434, 1.552, 3.148, 3.302, 4.164, 4.254, 0.795, 0.627, 3.3, 0.21, 1, 0, 0, 0]"
"[6.525, -2.742, 0.58, 0.581, 0.636, 0.821, 3.98, 3.921, 2.199, 1.9, 1.532, 1.434, 1.435, 1.553, 3.148, 3.303, 4.164, 4.254, 0.793, 0.626, 1.32, 1.3, 1, 0, 0, 0]"
"[6.525, -2.742, 0.58, 0.581, 0.636, 0.821, 3.98, 3.921, 2.199, 1.899, 1.532, 1.434, 1.435, 1.553, 3.148, 3.303, 4.164, 4.254, 0.793, 0.626, 0.0, 0.0, 0, 0, 0, 1]"
"[6.525, -2.627, 0.58, 0.58, 0.634, 0.817, 3.983, 3.922, 2.204, 1.905, 1.534, 1.434, 1.435, 1.552, 3.142, 3.3, 4.163, 4.251, 0.795, 0.626, 3.19, -11.57, 0, 0, 1, 0]"
"[6.525, -2.284, 0.579, 0.579, 0.632, 0.812, 3.988, 3.924, 2.211, 1.915, 1.538, 1.435, 1.436, 1.55, 3.129, 3.294, 4.162, 4.245, 0.797, 0.627, 4.72, -10.87, 0, 0, 1, 0]"
"[6.525, -1.596, 0.577, 0.577, 0.627, 0.801, 4.0, 3.927, 2.229, 1.937, 1.547, 1.437, 1.437, 1.544, 3.098, 3.281, 4.158, 4.232, 0.805, 0.628, 8.23, -11.47, 0, 0, 1, 0]"
"[6.525, -1.596, 0.577, 0.577, 0.627, 0.801, 4.0, 3.927, 2.229, 1.937, 1.547, 1.437, 1.437, 1.544, 3.098, 3.281, 4.158, 4.232, 0.805, 0.628, 8.23, -11.47, 0, 0, 1, 0]"
"[6.525, -1.023, 0.577, 0.577, 0.623, 0.791, 4.011, 3.929, 2.244, 1.958, 1.555, 1.438, 1.437, 1.538, 1.91, 3.27, 4.156, 4.221, 0.813, 0.631, 10.0, -10.3, 0, 0, 1, 0]"
"[6.525, -0.45, 0.576, 0.576, 0.62, 0.784, 4.021, 3.931, 2.419, 1.975, 1.561, 1.439, 1.438, 1.533, 1.896, 3.26, 4.155, 4.213, 0.82, 0.633, 2.65, -14.26, 0, 0, 1, 0]"
"[6.525, 0.237, 0.576, 0.576, 0.617, 0.775, 4.034, 3.933, 2.478, 1.999, 1.57, 1.44, 1.438, 1.526, 1.877, 3.248, 4.152, 4.202, 0.83, 0.637, 4.63, -10.19, 0, 0, 1, 0]"
"[6.525, 1.153, 0.576, 0.575, 0.612, 0.762, 4.052, 3.935, 3.978, 2.032, 1.583, 1.443, 1.439, 1.518, 1.852, 3.234, 4.15, 4.19, 0.843, 0.641, 4.88, -2.72, 0, 0, 1, 0]"
"[6.525, 1.153, 0.576, 0.575, 0.612, 0.762, 4.052, 3.935, 3.978, 2.032, 1.583, 1.443, 1.439, 1.518, 1.852, 3.234, 4.15, 4.19, 0.843, 0.641, 4.88, -2.72, 0, 0, 1, 0]"
"[6.525, 2.161, 0.576, 0.575, 0.607, 0.75, 4.072, 3.938, 3.971, 2.068, 1.596, 1.445, 1.44, 1.51, 1.828, 3.219, 4.148, 4.178, 0.858, 0.646, 4.89, -10.35, 0, 0, 1, 0]"
"[6.525, 2.962, 0.576, 0.574, 0.604, 0.741, 4.09, 3.94, 3.967, 2.099, 1.608, 1.448, 1.44, 1.505, 1.81, 3.209, 4.145, 4.169, 0.87, 0.65, 4.41, -10.95, 0, 0, 1, 0]"
"[6.525, 3.763, 0.576, 0.573, 0.6, 0.731, 4.109, 3.943, 3.963, 2.123, 1.621, 1.451, 1.441, 1.499, 1.792, 3.198, 4.143, 4.16, 0.883, 0.654, 5.28, -10.33, 0, 0, 1, 0]"
"[6.525, 4.8, 0.577, 0.572, 0.596, 0.719, 1.066, 3.946, 3.959, 2.112, 1.638, 1.455, 1.442, 1.492, 1.768, 3.186, 4.14, 4.151, 0.902, 0.661, 6.31, -8.38, 0, 0, 1, 0]"
"[6.525, 5.951, 0.579, 0.572, 0.592, 0.708, 1.033, 3.948, 3.956, 2.131, 1.657, 1.46, 1.442, 1.485, 1.743, 3.173, 4.138, 4.143, 0.925, 0.669, 6.04, -12.93, 0, 0, 1, 0]"
"[6.525, 5.951, 0.579, 0.572, 0.592, 0.708, 1.033, 3.948, 3.956, 2.131, 1.657, 1.46, 1.442, 1.485, 1.743, 3.173, 4.138, 4.143, 0.925, 0.669, 6.04, -12.93, 0, 0, 1, 0]"
"[6.525, 6.979, 0.58, 0.571, 0.588, 0.697, 1.006, 3.951, 3.955, 2.119, 1.675, 1.465, 1.443, 1.478, 1.722, 3.163, 4.134, 4.137, 0.947, 0.676, 3.77, -9.57, 0, 0, 1, 0]"
"[6.515, 8.127, 0.582, 0.571, 0.585, 0.687, 0.977, 3.954, 3.955, 2.138, 1.696, 1.471, 1.443, 1.473, 1.701, 3.153, 4.132, 4.132, 0.971, 0.685, 5.5, -9.79, 0, 0, 1, 0]"
"[6.515, 8.127, 0.582, 0.571, 0.585, 0.687, 0.977, 3.954, 3.955, 2.138, 1.696, 1.471, 1.443, 1.473, 1.701, 3.153, 4.132, 4.132, 0.971, 0.685, 5.5, -9.79, 0, 0, 1, 0]"
"[6.514, 9.139, 0.583, 0.57, 0.582, 0.679, 0.955, 3.958, 3.957, 2.124, 1.715, 1.477, 1.444, 1.469, 1.685, 3.146, 4.131, 4.128, 0.992, 0.692, 5.61, -10.98, 0, 0, 1, 0]"
"[6.514, 10.177, 0.585, 0.57, 0.579, 0.67, 0.931, 3.964, 3.96, 2.142, 1.737, 1.484, 1.445, 1.464, 1.667, 3.139, 4.132, 4.126, 1.018, 0.701, 5.27, -12.11, 0, 0, 1, 0]"
"[6.514, 10.987, 0.587, 0.569, 0.577, 0.663, 0.914, 3.97, 3.963, 2.128, 1.754, 1.49, 1.445, 1.461, 1.654, 3.134, 4.033, 4.122, 4.34, 0.708, 5.25, -11.46, 0, 0, 1, 0]"
"[6.514, 12.025, 0.588, 0.568, 0.574, 0.655, 0.893, 3.977, 3.965, 2.143, 1.777, 1.498, 1.446, 1.459, 1.64, 3.13, 3.871, 4.121, 4.315, 0.716, 5.74, -3.86, 0, 0, 1, 0]"
"[6.514, 12.025, 0.588, 0.568, 0.574, 0.655, 0.893, 3.977, 3.965, 2.143, 1.777, 1.498, 1.446, 1.459, 1.64, 3.13, 3.871, 4.121, 4.315, 0.716, 5.74, -3.86, 0, 0, 1, 0]"
"[6.514, 12.707, 0.59, 0.567, 0.572, 0.649, 0.877, 3.984, 3.968, 2.157, 1.796, 1.504, 1.447, 1.457, 1.629, 3.127, 3.751, 4.118, 4.294, 0.722, 5.56, -10.51, 0, 0, 1, 0]"
"[6.514, 13.734, 0.592, 0.566, 0.57, 0.642, 0.859, 3.992, 3.969, 2.174, 1.819, 1.513, 1.448, 1.455, 1.616, 3.125, 3.614, 4.116, 4.272, 0.731, 5.57, -6.83, 0, 0, 1, 0]"
"[6.514, 14.885, 0.596, 0.566, 0.568, 0.635, 0.841, 4.003, 3.971, 2.194, 1.846, 1.522, 1.448, 1.453, 1.602, 3.124, 3.472, 4.114, 4.249, 0.742, 6.23, -10.44, 0, 0, 1, 0]"
"[6.514, 14.885, 0.596, 0.566, 0.568, 0.635, 0.841, 4.003, 3.971, 2.194, 1.846, 1.522, 1.448, 1.453, 1.602, 3.124, 3.472, 4.114, 4.249, 0.742, 6.23, -10.44, 0, 0, 1, 0]"
"[6.514, 15.695, 0.598, 0.565, 0.567, 0.629, 0.826, 4.014, 3.973, 2.212, 1.87, 1.531, 1.449, 1.452, 1.591, 3.123, 3.362, 4.112, 4.23, 0.752, 2.68, -7.23, 0, 0, 1, 0]"
"[6.514, 16.393, 0.6, 0.565, 0.566, 0.624, 0.815, 4.023, 3.976, 2.227, 1.89, 1.538, 1.45, 1.452, 1.583, 3.121, 3.324, 4.109, 4.215, 0.759, 4.88, -10.54, 0, 0, 1, 0]"
"[6.514, 16.864, 0.602, 0.564, 0.565, 0.621, 0.806, 4.032, 3.979, 2.239, 1.906, 1.544, 1.45, 1.452, 1.577, 3.12, 3.283, 4.106, 4.204, 0.765, 5.13, -9.94, 0, 0, 1, 0]"
"[6.514, 17.787, 0.605, 0.563, 0.564, 0.616, 0.792, 4.045, 3.981, 2.26, 1.933, 1.554, 1.451, 1.451, 1.567, 3.119, 3.265, 4.105, 4.188, 0.776, 9.52, -5.86, 0, 0, 1, 0]"
"[6.504, 18.569, 0.608, 0.563, 0.563, 0.612, 0.783, 4.056, 3.983, 2.275, 1.953, 1.561, 1.451, 1.451, 1.56, 3.117, 3.252, 4.103, 4.176, 0.785, 4.77, -13.71, 0, 0, 1, 0]"
"[6.504, 19.266, 0.611, 0.563, 0.563, 0.609, 0.774, 4.069, 3.985, 2.292, 1.975, 1.569, 1.452, 1.451, 1.552, 3.087, 3.239, 4.1, 4.164, 0.794, 5.49, -11.71, 0, 0, 1, 0]"
"[6.504, 20.794, 0.618, 0.563, 0.562, 0.601, 0.753, 4.098, 3.99, 2.539, 2.029, 1.589, 1.455, 1.452, 1.538, 1.885, 3.213, 4.096, 4.141, 0.816, 4.86, -1.05, 0, 0, 1, 0]"
"[6.504, 21.603, 0.621, 0.563, 0.562, 0.597, 0.743, 4.113, 3.992, 4.034, 2.056, 1.599, 1.456, 1.452, 1.531, 1.866, 3.201, 4.093, 4.131, 0.827, 6.4, -12.05, 0, 0, 1, 0]"
"[6.504, 22.299, 0.626, 0.563, 0.561, 0.594, 0.734, 4.13, 3.994, 4.028, 2.085, 1.61, 1.458, 1.453, 1.524, 1.846, 3.189, 4.091, 4.121, 0.839, 5.81, -5.24, 0, 0, 1, 0]"
"[6.504, 23.467, 0.632, 0.565, 0.562, 0.59, 0.722, 1.095, 3.996, 4.021, 2.128, 1.626, 1.461, 1.452, 1.515, 1.817, 3.174, 4.089, 4.11, 0.858, 7.43, -1.14, 0, 0, 1, 0]"
"[6.504, 23.467, 0.632, 0.565, 0.562, 0.59, 0.722, 1.095, 3.996, 4.021, 2.128, 1.626, 1.461, 1.452, 1.515, 1.817, 3.174, 4.089, 4.11, 0.858, 7.43, -1.14, 0, 0, 1, 0]"
"[6.503, 24.749, 0.641, 0.567, 0.562, 0.586, 0.71, 1.058, 3.999, 4.014, 2.177, 1.644, 1.464, 1.452, 1.505, 1.787, 3.158, 4.087, 4.1, 0.882, 6.98, -7.2, 0, 0, 1, 0]"
"[6.503, 26.166, 0.651, 0.569, 0.563, 0.582, 0.697, 1.019, 4.001, 4.009, 2.169, 1.667, 1.469, 1.452, 1.494, 1.755, 3.143, 4.085, 4.091, 0.91, 8.11, -3.81, 0, 0, 1, 0]"
"[6.503, 27.584, 0.662, 0.573, 0.563, 0.579, 0.685, 0.985, 4.003, 4.006, 2.177, 1.69, 1.475, 1.451, 1.485, 1.726, 3.129, 4.082, 4.083, 0.941, 6.13, -10.78, 0, 0, 1, 0]"
"[6.503, 28.891, 0.673, 0.576, 0.564, 0.577, 0.675, 0.955, 4.007, 4.007, 2.182, 1.713, 1.481, 1.45, 1.477, 1.7, 3.118, 4.08, 4.079, 0.972, 6.72, -13.52, 0, 0, 1, 0]"
"[6.503, 29.725, 0.681, 0.579, 0.565, 0.576, 0.67, 0.939, 4.012, 4.01, 2.184, 1.728, 1.484, 1.449, 1.472, 1.684, 3.11, 4.079, 4.075, 4.33, 5.19, -10.97, 0, 0, 1, 0]"
"[6.503, 31.01, 0.691, 0.583, 0.566, 0.574, 0.662, 0.916, 4.019, 4.013, 2.184, 1.751, 1.491, 1.448, 1.466, 1.663, 3.102, 4.08, 4.072, 4.296, 8.19, -3.29, 0, 0, 1, 0]"
"[6.503, 31.845, 0.701, 0.586, 0.567, 0.574, 0.656, 0.899, 4.026, 4.016, 2.193, 1.77, 1.496, 1.447, 1.461, 1.647, 3.096, 3.938, 4.069, 4.27, 5.06, -11.32, 0, 0, 1, 0]"
"[6.503, 33.151, 0.715, 0.592, 0.568, 0.573, 0.649, 0.876, 4.037, 4.02, 2.19, 1.798, 1.504, 1.446, 1.456, 1.626, 3.089, 3.726, 4.065, 4.236, 6.46, -6.73, 0, 0, 1, 0]"
"[6.503, 34.456, 0.728, 0.596, 0.569, 0.572, 0.642, 0.855, 4.05, 4.023, 2.212, 1.827, 1.514, 1.445, 1.452, 1.607, 3.085, 3.546, 4.063, 4.207, 5.88, -2.88, 0, 0, 1, 0]"
"[6.503, 34.456, 0.728, 0.596, 0.569, 0.572, 0.642, 0.855, 4.05, 4.023, 2.212, 1.827, 1.514, 1.445, 1.452, 1.607, 3.085, 3.546, 4.063, 4.207, 5.88, -2.88, 0, 0, 1, 0]"
"[6.503, 35.522, 0.741, 0.601, 0.57, 0.572, 0.636, 0.839, 4.062, 4.026, 2.231, 1.853, 1.522, 1.444, 1.448, 1.591, 3.082, 3.405, 4.059, 4.184, 6.52, -14.74, 0, 0, 1, 0]"
"[6.503, 36.646, 0.756, 0.607, 0.571, 0.572, 0.632, 0.824, 4.077, 4.03, 2.254, 1.881, 1.531, 1.443, 1.445, 1.576, 3.079, 3.269, 4.056, 4.161, 7.51, -9.15, 0, 0, 1, 0]"
"[6.503, 37.841, 0.771, 0.613, 0.572, 0.573, 0.627, 0.809, 4.093, 4.032, 2.277, 1.912, 1.541, 1.442, 1.443, 1.561, 3.076, 3.227, 4.053, 4.14, 6.08, -7.43, 0, 0, 1, 0]"
"[6.503, 38.928, 0.788, 0.62, 0.574, 0.574, 0.623, 0.794, 4.113, 4.037, 2.302, 1.945, 1.552, 1.441, 1.44, 1.547, 3.072, 3.202, 4.049, 4.119, 6.15, -10.89, 0, 0, 1, 0]"
"[6.503, 40.055, 0.804, 0.626, 0.575, 0.575, 0.618, 0.781, 4.132, 4.039, 2.328, 1.978, 1.563, 1.441, 1.439, 1.534, 3.046, 3.182, 4.046, 4.102, 6.63, -10.98, 0, 0, 1, 0]"
"[6.503, 40.055, 0.804, 0.626, 0.575, 0.575, 0.618, 0.781, 4.132, 4.039, 2.328, 1.978, 1.563, 1.441, 1.439, 1.534, 3.046, 3.182, 4.046, 4.102, 6.63, -10.98, 0, 0, 1, 0]"
"[6.502, 42.463, 0.842, 0.641, 0.578, 0.577, 0.61, 0.755, 4.179, 4.045, 2.638, 2.059, 1.591, 1.443, 1.438, 1.51, 1.83, 3.144, 4.041, 4.072, 6.39, -2.93, 0, 0, 1, 0]"
"[6.502, 43.442, 0.86, 0.649, 0.581, 0.578, 0.608, 0.745, 1.133, 4.047, 4.074, 2.095, 1.604, 1.444, 1.436, 1.5, 1.804, 3.129, 4.038, 4.061, 6.76, -9.76, 0, 0, 1, 0]"
"[6.502, 44.209, 0.874, 0.655, 0.583, 0.579, 0.607, 0.739, 1.112, 4.051, 4.072, 2.121, 1.613, 1.444, 1.435, 1.493, 1.785, 3.117, 4.034, 4.052, 5.42, -10.92, 0, 0, 1, 0]"
"[6.502, 45.338, 0.896, 0.663, 0.586, 0.581, 0.604, 0.729, 1.08, 4.054, 4.067, 2.166, 1.628, 1.447, 1.434, 1.483, 1.758, 3.103, 4.032, 4.043, 12.13, -3.87, 0, 0, 1, 0]"
"[6.502, 46.571, 0.922, 0.674, 0.589, 0.582, 0.602, 0.719, 1.047, 4.055, 4.063, 2.22, 1.647, 1.45, 1.432, 1.473, 1.729, 3.089, 4.03, 4.035, 7.93, -9.31, 0, 0, 1, 0]"
"[6.502, 46.571, 0.922, 0.674, 0.589, 0.582, 0.602, 0.719, 1.047, 4.055, 4.063, 2.22, 1.647, 1.45, 1.432, 1.473, 1.729, 3.089, 4.03, 4.035, 7.93, -9.31, 0, 0, 1, 0]"
"[6.502, 48.212, 4.411, 0.688, 0.594, 0.583, 0.599, 0.706, 1.008, 4.057, 4.059, 2.212, 1.673, 1.456, 1.431, 1.462, 1.695, 3.074, 4.029, 4.029, 8.17, -7.29, 0, 0, 1, 0]"
"[6.502, 49.838, 4.412, 0.703, 0.599, 0.585, 0.597, 0.695, 0.976, 4.061, 4.059, 2.204, 1.7, 1.462, 1.429, 1.452, 1.665, 3.062, 4.029, 4.026, 5.08, -8.17, 0, 0, 1, 0]"
"[6.502, 51.119, 4.549, 0.717, 0.605, 0.588, 0.597, 0.688, 0.951, 4.068, 4.063, 2.226, 1.723, 1.468, 1.426, 1.444, 1.639, 3.052, 4.03, 4.023, 5.6, -10.09, 0, 0, 1, 0]"
